Site;Potfolio;Status;Estado;Cidade;Latitude_Decimal;Longitude_Decimal;Primeiro;Origem;Dispo;Classe;Data;Pred;Total;Estrutura;Extensao;Tipo;Reforco;Cliente_1;Cliente_2;Cliente_3;Cliente_4;Cliente_5;Estacao
1258;A;Active;DF;Brasília;-54,45444;-43,852225;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007246330
1259;A;Active;DF;Brasília;-55,855585;-40,225563;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007246348
1260;A;Active;DF;Brasília;-55,652406;-40,025568;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007246364
1261;D;Active;DF;Brasília;-50,683253;-43,854838;I;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;683495119
1262;C;Active;DF;Brasília;-50,684604;-43,854482;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;684369095
1263;A;Active;DF;Brasília;-55,025585;-43,384555;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;697384438
1264;A;Active;DF;Brasília;-55,553448;-40,063225;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;851728
1265;C;Active;DF;Brasília;-54,450222;-44,554544;B;B;Y;C;31/10/2015;0;40;40;N;Monopole;N;;X;;;;5089506
1266;A;Active;DF;Brasília;-54,552434;-44,522582;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1002561113
1267;B;Active;DF;Brasília;-54,454252;-44,555325;E;A;Y;C;01/03/2011;0;40;40;N;Self Support;N;;;;;;5090709
1268;A;Active;DF;Brasília;-54,450256;-44,554544;E;A;Y;C;19/11/2014;;30;30;N;Self Support;N;;;;;;5121205
1269;A;Active;DF;Brasília;-54,653445;-44,463255;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;691690839
1270;A;Active;DF;Brasília;-54,668225;-44,552403;E;A;Y;C;19/11/2014;;;12;N;Self Support;N;;;;;;684202905
1271;A;Active;DF;Brasília;-54,842438;-42,444528;E;A;Y;C;19/11/2014;0;40;40;N;Self Support;N;;;;;;1007259261
1272;A;Active;DF;Brasília;-54,636228;-42,06224;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1007259270
1273;A;Active;DF;Brasília;-54,226282;-42,225583;E;A;N;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;1007259318
1274;A;Active;DF;Brasília;-55,255566;-40,455055;E;A;Y;C;19/11/2014;0;38;38;N;Self Support;N;;;;;;1007354124
1275;C;Active;DF;Brasília;-55,525256;-40,522227;H;A;Y;C;29/04/2015;;;41;N;Self Support;N;;;;;;774324
1276;D;Active;DF;Brasília;-55,528656;-40,545863;G;A;Y;C;30/06/2012;0;40;40;N;Self Support;N;;;;;;684865297
1277;A;Active;DF;Brasília;-55,08546;-40,682485;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1000717906
1278;A;Active;DF;Brasília;-50,388256;-40,248555;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;684374471
1279;A;Active;DF;Brasília;-55,285444;-40,228508;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684369010
1280;A;Active;DF;Brasília;-55,536226;-40,638556;E;A;Y;C;19/11/2014;;;40.35;N;Self Support;N;;;;;;443806136
1281;A;Active;DF;Brasília;-55,444253;-40,562224;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684202840
1282;A;Active;DF;Brasília;-55,585448;-40,555442;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;X;;;;695551035
1283;A;Active;DF;Brasília;-50,380442;-40,268555;E;A;Y;C;19/11/2014;;;41;N;Self Support;N;;;;;;641272022
1284;A;Active;DF;Brasília;-55,254422;-40,528503;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;659059312
1285;A;Active;DF;Brasília;-55,024256;-40,544504;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;659059320
1286;A;Active;DF;Brasília;-55,444429;-40,455054;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;659107961
1287;A;Active;DF;Brasília;-54,602245;-43,354632;E;A;N;C;19/11/2014;0;59;59;N;Self Support;N;;;;;;659108216
1288;D;Active;DF;Brasília;-54,542302;-43,358552;G;A;Y;C;31/08/2012;;;70;N;Self Support;N;;;;;;659108402
1289;A;Active;DF;Brasília;-54,540525;-43,320608;E;A;Y;C;19/11/2014;0;50.7;50.7;N;Self Support;N;;X;;;;659059657
1290;D;Active;DF;Brasília;-54,602624;-43,355054;I;A;Y;C;30/06/2012;;;50;N;Self Support;N;;;;;;659059673
1291;A;Active;DF;Brasília;-54,224445;-43,230052;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;659107880
1292;A;Active;DF;Brasília;-54,55534;-40,04322;E;A;Y;C;19/11/2014;0;29;29;N;Self Support;N;;;;;;665606672
1293;A;Active;DF;Brasília;-50,235556;-40,565051;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;665606699
1294;A;Active;DF;Brasília;-50,032423;-43,868505;E;A;Y;C;19/11/2014;0;30.6;30.6;N;Self Support;N;;;;;;665608900
1295;A;Active;DF;Brasília;-50,564422;-40,56505;E;A;Y;C;19/11/2014;;;17.46;N;Self Support;N;;;;;;665608918
1296;A;Active;DF;Brasília;-50,584255;-40,534253;E;A;Y;C;19/11/2014;;;42;N;Self Support;N;;;;;;674657764
1297;A;Active;DF;Brasília;-50,534446;-40,255303;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;665696353
1298;A;Active;DF;Brasília;-50,254625;-40,582222;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;665697120
1299;A;Active;DF;Brasília;-50,242428;-40,500429;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;682914088
1300;A;Active;DF;Brasília;-50,044251;-40,226563;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;682914118
1301;A;Active;DF;Brasília;-50,448252;-40,585563;E;A;N;C;19/11/2014;;;20;N;Self Support;N;;;;;;683252941
1302;A;Active;DF;Brasília;-3,348203;-40,264253;E;A;Y;C;19/11/2014;;;60;N;Self Support;N;;;;;;683252968
1303;D;Active;DF;Brasília;-3,820554;-43,862221;I;A;Y;B;19/11/2014;0;3;3;N;Mastil;N;;;;;;683319752
1304;C;Active;DF;Brasília;-54,044649;-48,840844;H;B;Y;C;26/07/2017;0;60;60;;Self Support;;;;;;;683319760
1305;C;Active;DF;Brasília;-54,004084;-48,288084;H;B;Y;C;02/03/2017;0;60;60;;Self Support;;;;;;;683319825
1306;C;Active;DF;Brasília;-55,56552;-42,28224;H;A;Y;C;29/04/2015;;;70;N;Self Support;N;;;;;;683319884
1307;D;Active;DF;Brasília;-55,562503;-42,285206;G;A;Y;C;31/08/2012;0;60;60;N;Self Support;N;;;;;;683319930
1308;C;Active;DF;Brasília;-54,854286;-40,028551;H;B;Y;C;31/08/2012;;;40;N;Self Support;N;;;;;;683323660
1309;C;Active;DF;Brasília;-54,862553;-40,084225;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;X;;;683598430
1310;C;Active;DF;Brasília;-54,860854;-40,036244;H;A;Y;C;29/04/2015;0;30.8;30.8;N;Self Support;N;;;;;;683598481
1311;C;Active;DF;Brasília;-54,825241;-40,68462;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;683598490
1312;C;Active;DF;Brasília;-54,352656;-40,556845;H;A;Y;C;30/09/2015;0;46.7;46.7;N;Self Support;N;;;;;;683902547
1313;C;Active;DF;Brasília;-50,024605;-48,448327;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;684135787
1314;D;Active;DF;Brasília;-3,35684;-48,26362;I;A;Y;C;31/08/2012;;;70;N;Self Support;N;;;;;;684135892
1315;A;Active;DF;Brasília;-54,335526;-43,224509;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;684328445
1316;A;Active;DF;Brasília;-54,058245;-43,830445;E;A;Y;C;19/11/2014;0;40;40;N;Self Support;N;;X;;;;684328470
1317;A;Active;DF;Brasília;-55,260553;-45,688559;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;684428784
1318;A;Active;DF;Brasília;-55,448256;-45,665525;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684498278
1319;A;Active;DF;Brasília;-55,456225;-45,605525;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684498286
1320;C;Active;DF;Brasília;-3,422358;-40,555254;H;A;Y;C;29/04/2015;;;60;N;Monopole;N;;X;;;;684498324
1321;C;Active;DF;Brasília;-3,455045;-40,482351;G;B;Y;C;31/03/2011;0;40;40;N;Self Support;N;;;;;;684578913
1322;C;Active;DF;Brasília;-3,452546;-40,520349;G;B;Y;C;31/03/2011;;;40;N;Self Support;N;;X;;;;684767716
1323;C;Active;DF;Brasília;-3,455583;-40,485222;G;B;Y;C;20/04/2011;0;60;60;N;Self Support;N;;;;;;684918293
1324;D;Active;DF;Brasília;-3,445425;-40,432853;G;A;Y;C;30/06/2012;0;61;61;N;Self Support;N;;X;X;;;684918307
1325;A;Active;DF;Brasília;-56,234245;-43,824554;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;685085406
1326;A;Active;DF;Brasília;-55,55522;-45,340064;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;686126823
1327;A;Active;DF;Brasília;-55,552486;-45,368554;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;686812182
1328;A;Active;DF;Brasília;-55,008254;-45,88324;E;A;Y;C;19/11/2014;;;17.6;N;Self Support;N;;;;;;686817575
1329;A;Active;DF;Brasília;-55,030558;-42,055442;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;686823109
1330;A;Active;DF;Brasília;-55,505447;-42,008521;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;687201969
1331;A;Active;DF;Brasília;-55,046264;-45,36324;E;A;Y;C;19/11/2014;;;100.3;N;Self Support;N;;;;;;687201985
1332;A;Active;DF;Brasília;-50,326263;-45,808559;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;687271592
1333;A;Active;DF;Brasília;-55,534248;-43,434253;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;687369789
1334;A;Active;DF;Brasília;-55,033443;-43,485052;E;A;Y;C;19/11/2014;0;38;38;N;Self Support;N;;;;;;687447372
1335;C;Active;DF;Brasília;-54,554253;-45,530242;B;B;Y;C;27/05/2015;;40;40;N;Monopole;N;;X;;;;687447500
1336;A;Active;AL;Maceió;-54,428227;-45,664246;E;A;N;C;19/11/2014;0;40;40;N;Self Support;N;;;;;;687447518
1337;C;Active;DF;Brasília;-54,55306;-45,58562;H;A;Y;C;29/04/2015;;;30;N;Self Support;N;;;;;;687581583
1338;A;Active;DF;Brasília;-54,524449;-45,550065;E;A;Y;C;19/11/2014;;;41;N;Self Support;N;;;;;;688040012
1339;A;Active;DF;Brasília;-54,504448;-45,54452;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;688040047
1340;A;Active;DF;Brasília;-54,554448;-45,535245;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;688397760
1341;A;Active;DF;Brasília;-54,402435;-45,644245;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;688446078
1342;C;Active;DF;Brasília;-54,046225;-42,544487;B;B;Y;C;31/10/2015;;40;40;N;Monopole;N;;X;;;;688544304
1343;A;Active;DF;Brasília;-54,50344;-42,242232;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;689270488
1344;C;Active;DF;Brasília;-54,04425;-42,540324;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;689353910
1345;A;Active;DF;Brasília;-54,046284;-42,544524;E;A;N;C;19/11/2014;;30;30;N;Self Support;N;;;;;;689353936
1346;A;Active;DF;Brasília;-52,444442;-40,844225;E;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;689353944
1347;A;Active;DF;Brasília;-54,424444;-40,222222;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;689486529
1348;E;Active;DF;Brasília;-54,425853;-40,255651;H;A;Y;C;29/11/2013;;;50;N;Self Support;N;;;;;;689486944
1349;A;Active;DF;Brasília;-54,44545;-40,226566;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;689486960
1350;A;Active;DF;Brasília;-55,846222;-48,344033;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;689487029
1351;A;Active;DF;Brasília;-55,234226;-48,882266;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;689487037
1352;A;Active;DF;Brasília;-55,628065;-45,268522;A;A;Y;C;19/11/2014;;;30;;Self Support;;;;;;;689631600
1353;D;Active;DF;Brasília;-55,422824;-45,845552;G;A;Y;C;30/06/2012;;;40;N;Self Support;N;;;;;;691081425
1354;B;Active;DF;Brasília;-52,828285;-48,404203;A;A;Y;B;19/11/2014;;37.9;3;N;Mastil;N;;X;;;;691573107
1355;A;Active;DF;Brasília;-52,828889;-48,404567;A;A;Y;B;19/11/2014;31;44;13;N;Mastil;N;;;;;;692284788
1356;E;Active;DF;Brasília;-52,304423;-48,446482;D;A;Y;C;06/12/2013;0;35.3;35.3;N;Monopole;N;;;;;;692284818
1357;C;Active;DF;Brasília;-52,834555;-48,448402;H;A;Y;C;29/04/2015;0;39;39;N;Monopole;N;;X;;;;692657142
1358;A;Active;DF;Brasília;-52,88045;-48,455385;E;A;Y;C;19/11/2014;0;72.7;72.7;N;Self Support;N;;X;;;;692660470
1359;C;Active;DF;Brasília;-52,302552;-48,444036;H;A;Y;C;29/04/2015;;;42;N;Monopole;N;;X;;;;692663738
1360;D;Active;DF;Brasília;-52,880505;-48,234434;I;A;Y;B;19/11/2014;17;22;5;N;Mastil;N;;;;;;692676902
1361;D;Active;DF;Brasília;-52,832623;-48,424655;I;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;692876324
1362;C;Active;DF;Brasília;-52,824285;-48,404203;F;B;Y;C;14/04/2014;;40;40;N;Self Support;N;;;;;;692876332
1363;D;Active;DF;Brasília;-52,834443;-48,404036;I;A;Y;C;19/11/2014;;;40;N;Self Support;N;;X;;;;693019743
1364;C;Active;DF;Brasília;-52,883228;-48,425222;H;A;Y;C;30/06/2017;0;60;60;;Mastil;;;X;;;;693024852
1365;C;Active;DF;Brasília;-52,558229;-45,482562;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;X;;;;695331310
1366;D;Active;DF;Brasília;-52,554542;-45,432303;G;A;Y;C;30/06/2012;;;40;N;Self Support;N;;;;;;695451162
1367;D;Active;DF;Brasília;-54,645222;-45,842566;G;A;Y;C;31/08/2012;;;40;N;Self Support;N;;;;;;695580256
1368;B;Active;DF;Brasília;-52,086221;-45,228424;A;A;Y;C;19/11/2014;;;48;N;Self Support;N;;;;;;696583232
1369;C;Active;DF;Brasília;-52,083544;-45,233223;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;;;;;697089223
1370;D;Active;DF;Brasília;-52,500532;-46,545028;G;A;Y;C;30/03/2012;0;50;50;N;Monopole;N;;;;;;697351971
1371;C;Active;DF;Brasília;-52,035221;-45,802046;G;B;Y;C;06/10/2014;;40;40;N;Self Support;N;;;;;;697352676
1372;D;Active;DF;Brasília;-52,502426;-45,824224;G;A;Y;C;30/06/2012;0;30;30;N;Self Support;N;;;;;;698121023
1373;C;Active;DF;Brasília;-52,080332;-45,205325;G;B;Y;C;22/10/2015;0;45;45;N;Self Support;N;;;;;;698412087
1374;A;Active;ES;Vitória;-52,045447;-45,242452;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;698412141
1375;D;Active;ES;Vitória;-52,502502;-45,802046;G;A;Y;C;31/08/2012;;;40;N;Self Support;N;;X;;;;698412478
1376;A;Active;ES;Vitória;-52,422483;-45,802455;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;698412532
1377;A;Active;ES;Vitória;-52,088255;-45,235324;E;A;Y;C;19/11/2014;0;81.5;81.5;N;Self Support;N;;;;;;698412575
1378;A;Active;ES;Vitória;-52,554444;-40,082225;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;698412605
1379;A;Active;ES;Vitória;-52,542489;-40,24322;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;698412818
1380;A;Active;ES;Vitória;-52,542488;-40,464503;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;698423712
1381;C;Active;ES;Vitória;-54,052854;-42,682524;G;B;Y;C;09/12/2005;0;35;35;N;Self Support;N;;X;;;;698429150
1382;A;Active;ES;Vitória;-54,055445;-42,453247;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;698429680
1383;A;Active;ES;Vitória;-54,055255;-42,638853;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;698499166
1384;C;Active;ES;Vitória;-54,056534;-42,684056;H;B;Y;C;03/11/2017;0;30;30;;Self Support;;;;;;;698503422
1385;C;Active;ES;Vitória;-54,022466;-42,423844;H;B;Y;C;14/11/2017;0;40;40;;Self Support;;;;;;;698607260
1386;A;Active;ES;Vitória;-52,342483;-42,680026;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;698837304
1387;A;Active;ES;Vitória;-54,056228;-42,540021;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;698865553
1388;D;Active;ES;Vitória;-54,064444;-42,405443;I;A;Y;C;19/11/2014;;;49.8;N;Self Support;N;;;;;;698865626
1389;E;Active;ES;Vitória;-52,24454;-48,654235;D;A;Y;C;06/12/2013;0;51.7;51.7;N;Self Support;Y;;;;;;698865723
1390;C;Active;ES;Vitória;-55,640466;-40,258555;H;A;Y;C;29/04/2015;;;30;N;Self Support;N;;;;;;698865960
1391;A;Active;ES;Vitória;-55,806225;-40,525053;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;698866002
1392;A;Active;ES;Vitória;-55,603441;-40,236564;E;A;Y;C;19/11/2014;;;17.46;N;Self Support;N;;;;;;698866410
1393;A;Active;ES;Vitória;-55,25822;-40,086564;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;698866452
1394;A;Active;ES;Vitória;-55,66344;-40,235564;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;698866614
1395;D;Active;ES;Vitória;-54,284282;-44,55554;I;A;Y;C;19/11/2014;;70;69.68;N;Self Support;N;;;;;;698866720
1396;C;Active;ES;Vitória;-54,235554;-40,628004;G;B;Y;C;13/08/2009;0;60;60;N;Self Support;Y;;;;;;698866738
1397;A;Active;ES;Vitória;-54,840525;-40,625564;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;698866843
1398;D;Active;ES;Vitória;-52,223442;-48,325383;I;A;Y;C;19/11/2014;;;31;N;Self Support;N;;;;;;698867190
1399;A;Active;ES;Vitória;-52,852434;-48,846556;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;X;;;;698867220
1400;A;Active;ES;Vitória;-52,228227;-48,3445;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;698867246
1401;A;Active;ES;Vitória;-52,285282;-48,356555;E;A;Y;C;19/11/2014;0;29;29;N;Self Support;N;;;;;;698867335
1402;A;Active;ES;Vitória;-52,863449;-48,822267;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;698867360
1403;A;Active;ES;Vitória;-52,855352;-48,344463;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;698867394
1404;A;Active;ES;Vitória;-52,242435;-43,045557;E;A;N;C;19/11/2014;;;40;N;Self Support;N;;;;;;698867491
1405;A;Active;ES;Vitória;-54,323445;-48,335558;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;698867890
1406;A;Active;ES;Vitória;-54,045522;-48,355047;E;A;N;C;19/11/2014;;;80;N;Self Support;N;;;;;;698867971
1407;A;Active;ES;Vitória;-54,5024;-43,025042;E;A;Y;C;19/11/2014;0;80;80;N;Self Support;N;;;;;;698868005
1408;A;Active;ES;Vitória;-54,258244;-43,252225;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;698868854
1409;A;Active;ES;Vitória;-55,485443;-43,402449;E;A;N;C;19/11/2014;0;16;16;N;Self Support;N;;;;;;698869036
1410;C;In Development;ES;Vitória;-52,552549;-48,052022;G;B;Y;C;;;;40;;Self Support;;;;;;;698869192
1411;E;Active;ES;Vitória;-52,555042;-42,334534;D;A;Y;C;06/12/2013;0;61.1;61.1;N;Self Support;N;;;;;;698869222
1412;C;Active;ES;Vitória;-52,526005;-48,004205;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;;;;;698870484
1413;D;Active;ES;Vitória;-52,430406;-42,364539;G;A;Y;C;30/03/2012;;;40;N;Monopole;N;;;;;;698870611
