Site;Potfolio;Status;Estado;Cidade;Latitude_Decimal;Longitude_Decimal;Primeiro;Origem;Dispo;Classe;Data;Pred;Total;Estrutura;Extensao;Tipo;Reforco;Cliente_1;Cliente_2;Cliente_3;Cliente_4;Cliente_5;Estacao
521;C;Active;BA;Salvador;-0,048444;-55,044567;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;;;;;697675459
522;C;Active;BA;Salvador;0,034644;-55,054335;B;B;Y;C;04/09/2008;0;60;60;N;Self Support;N;;X;;;;698426363
523;C;Active;BA;Salvador;0,022282;-55,058454;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;698430751
524;C;Active;BA;Salvador;-0,042228;-55,554466;B;B;Y;C;27/08/2008;0;60;60;N;Self Support;N;;X;;;;698570219
525;C;Active;BA;Salvador;-0,045489;-55,054222;H;A;Y;C;29/04/2015;;;30;N;Monopole;N;;;;;;698570359
526;C;Active;BA;Salvador;-0,004645;-55,083662;B;B;Y;C;18/08/2008;0;50;50;N;Self Support;Y;;X;X;;;698570413
527;C;Active;BA;Salvador;-0,006489;-55,088656;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;698570847
528;C;Active;BA;Salvador;0,085856;-55,065433;B;B;Y;C;07/08/2008;0;41;41;N;Self Support;N;;X;;;;698607201
529;C;Active;BA;Salvador;0,046323;-55,052032;H;A;Y;C;29/04/2015;0;30;30;N;Self Support;N;;;;;;698607422
530;C;Active;BA;Salvador;-0,024487;-55,082537;H;A;Y;C;29/04/2015;0;51.4;51.4;N;Self Support;N;;;;;;698608666
531;C;Active;BA;Salvador;-0,046344;-55,054567;H;A;Y;C;30/09/2015;;;50;N;Self Support;N;;;;;;698653530
532;C;Active;BA;Salvador;0,042402;-55,554286;G;B;Y;C;13/03/2015;;40;40;N;Self Support;N;;;;;;698862619
533;C;Active;BA;Salvador;0,086526;-55,042245;H;A;Y;C;30/09/2015;0;50;50;N;Self Support;N;;;;;;698862724
534;C;Active;BA;Salvador;0,026654;-55,02265;G;B;Y;C;27/02/2015;0;40;40;N;Self Support;N;;;;;;698865243
535;C;Active;BA;Salvador;-0,042652;-55,0645;H;A;Y;C;09/06/2016;0;39;39;;Self Support;;;X;;;;698865260
536;C;Active;BA;Salvador;-0,065465;-55,052556;H;A;Y;C;09/06/2016;;;30;;Self Support;;;;X;;;698865286
537;C;Active;BA;Salvador;-0,02042;-55,084553;I;B;Y;C;30/03/2015;;40;40;N;Self Support;N;;;;;;698865294
538;C;Active;BA;Salvador;-0,032022;-55,064602;H;A;Y;C;09/06/2016;0;70;70;;Self Support;;;;;;;698865316
539;C;Active;BA;Salvador;-0,052222;-55,086556;I;B;Y;C;02/03/2015;;40;40;N;Self Support;N;;;;;;698865359
540;C;Active;BA;Salvador;-0,035536;-55,048622;H;A;Y;C;09/06/2016;0;69.6;69.6;;Self Support;;;;;;;698865391
541;C;Active;BA;Salvador;0,066058;-55,035504;I;B;Y;C;02/03/2015;;40;40;N;Self Support;N;;;;;;698865405
542;C;Active;BA;Salvador;0,042649;-55,058406;G;B;Y;C;14/06/2016;0;40;40;N;Self Support;N;;;;;;698865413
543;C;Active;BA;Salvador;0,026442;-55,054284;H;A;Y;C;30/06/2017;0;50;50;;Self Support;;;;;;;698865421
544;C;Active;BA;Salvador;0,044241;-55,526226;G;B;Y;C;15/03/2015;;40;40;N;Self Support;N;;;;;;698868803
545;C;Active;BA;Salvador;-0,005421;-55,038448;G;B;Y;C;09/06/2015;;40;40;N;Self Support;N;;;;;;698868862
546;C;Active;BA;Salvador;0,002684;-55,062442;G;B;Y;C;23/03/2015;;40;40;N;Self Support;N;;;;;;698868870
547;C;Active;BA;Salvador;0,055856;-55,022443;G;B;Y;C;14/03/2015;;40;40;N;Self Support;N;;;;;;698956966
548;C;Active;BA;Salvador;0,048222;-55,064322;G;B;Y;C;25/07/2017;0;25;25;;Self Support;;;;;;;698959744
549;C;Active;BA;Salvador;0,088222;-55,033556;G;B;Y;C;24/06/2018;0;40;40;;Monopole;;;;;;;698999711
550;A;Active;BA;Salvador;-0,256465;-55,444355;A;A;Y;C;14/07/2017;0;65;65;;Self Support;;;;;;;699130905
551;C;Active;BA;Salvador;4,845825;-55,844386;B;B;Y;C;30/09/2008;0;60;60;N;Self Support;N;;X;;;;699189373
552;D;Active;BA;Salvador;0,206654;-55,43502;G;A;Y;C;30/06/2012;0;80;80;N;Self Support;N;;;;;;699211735
553;C;Active;BA;Salvador;-0,026254;-55,525349;H;A;Y;C;29/04/2015;;;70;N;Self Support;N;;;;;;699212588
554;D;Active;BA;Salvador;-0,042531;-55,554535;G;A;Y;C;28/05/2013;;;60;N;Self Support;N;;;;;;699283329
555;C;Active;BA;Salvador;-0,046357;-55,566656;H;A;Y;C;29/04/2015;;70;70;N;Self Support;N;;;;;;699283400
556;D;Active;BA;Salvador;-0,304554;-52,484522;I;A;Y;C;19/11/2014;0;98;98;N;Self Support;Y;;;;;;699284554
557;A;Active;BA;Salvador;-54,242432;-45,622282;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;699503302
558;A;Active;BA;Salvador;-54,258226;-45,844243;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;699591511
559;A;Active;BA;Salvador;-54,422433;-45,253242;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;699894468
560;A;Active;BA;Salvador;-54,400448;-45,600442;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;699907403
561;A;Active;BA;Salvador;-54,230521;-45,846522;E;A;N;C;19/11/2014;;;42;N;Self Support;N;;;;;;699907454
562;A;Active;BA;Salvador;-54,254225;-45,666526;E;A;Y;C;19/11/2014;;;66;N;Self Support;N;;;;;;699907810
563;A;Active;BA;Salvador;-8,628204;-43,265554;E;A;N;C;19/11/2014;0;12;12;N;Self Support;N;;;;;;700019324
564;D;Active;BA;Salvador;-8,240545;-43,55555;G;A;Y;C;04/12/2012;;;40;N;Self Support;N;;;;;;1000027527
565;A;Active;BA;Salvador;-8,34526;-43,428033;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1000027543
566;A;Active;BA;Salvador;-8,642421;-43,258038;E;A;Y;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;1000130646
567;A;Active;BA;Salvador;-8,22584;-43,555;E;A;Y;C;19/11/2014;0;42.3;42.3;N;Self Support;N;;;;;;1000172713
568;A;Active;BA;Salvador;-55,664442;-48,053205;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1000178185
569;A;Active;BA;Salvador;-54,043444;-43,840055;E;A;N;C;19/11/2014;0;40;40;N;Self Support;N;;;;;;1000179394
570;C;Active;BA;Salvador;-52,54854;-48,43248;G;B;Y;C;29/11/2010;0;50;50;N;Self Support;N;;;;;;1000179556
571;E;Active;BA;Salvador;-52,546552;-48,424323;A;A;Y;B;19/11/2014;0;25;25;N;Mastil;N;;;;;;1000179815
572;C;Active;BA;Salvador;-52,544224;-48,458035;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;1000179904
573;A;Active;BA;Salvador;-52,050562;-48,446556;E;A;N;C;19/11/2014;0;40;40;N;Self Support;N;;;;;;1000180040
574;C;Active;BA;Salvador;-52,543563;-48,420655;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;X;;;;1000181178
575;A;Active;BA;Salvador;-52,500568;-48,286551;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1000181259
576;A;Active;BA;Salvador;-52,065224;-48,404035;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1000181399
577;A;Active;BA;Salvador;-52,255555;-48,452556;E;A;Y;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;1000186285
578;A;Active;BA;Salvador;-52,205223;-48,40004;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1000208513
579;A;Active;BA;Salvador;-52,254403;-48,444268;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1000208599
580;A;Active;BA;Salvador;-52,054586;-48,464522;E;A;Y;C;19/11/2014;0;89;89;N;Self Support;N;;;;;;1000214629
581;A;Active;BA;Salvador;-52,584445;-48,462262;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1000215846
582;A;Active;BA;Salvador;-55,345228;-48,453207;E;A;Y;C;19/11/2014;;;80;N;Self Support;N;;;;;;1000216338
583;A;Active;BA;Salvador;-52,54482;-48,453462;E;A;Y;C;19/11/2014;0;80.7;80.7;N;Self Support;N;;;;;;1000223423
584;A;Active;BA;Salvador;-52,655422;-43,444223;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1000223563
585;A;Active;BA;Salvador;-52,455404;-43,532224;E;A;N;C;19/11/2014;0;12;12;N;Self Support;N;;;;;;1000223610
586;A;Active;BA;Salvador;-52,42555;-43,484238;E;A;N;C;19/11/2014;0;11.8;11.8;N;Self Support;N;;;;;;1000223776
587;A;Active;BA;Salvador;-52,65588;-43,4044;E;A;Y;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;1000224055
588;A;Active;BA;Salvador;-52,523465;-43,534503;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1000224217
589;D;Active;BA;Salvador;-54,042557;-43,604665;I;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1000224365
590;A;Active;BA;Salvador;-52,405281;-48,200421;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1000224918
591;C;Active;BA;Salvador;-52,435556;-48,285;H;A;Y;C;30/09/2015;;;80;N;Self Support;N;;X;;;;1000225248
592;A;Active;BA;Salvador;-52,405683;-48,254856;E;A;Y;C;19/11/2014;0;28.9;28.9;N;Self Support;N;;;;;;1000225485
593;A;Active;BA;Salvador;-55,402482;-45,425448;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1000225876
594;A;Active;BA;Salvador;-55,425222;-45,556522;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1000225957
595;A;Active;BA;Salvador;-55,436225;-45,546522;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1000225973
596;A;Active;BA;Salvador;-55,462582;-45,536042;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1000267714
597;A;Active;BA;Salvador;-55,420448;-45,642284;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;1000315239
598;A;Active;BA;Salvador;-55,442484;-45,443222;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1000315280
599;A;Active;BA;Salvador;-52,535229;-45,055521;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1000324904
600;A;Active;BA;Salvador;-52,544223;-45,552282;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1000515467
601;A;Active;BA;Salvador;-52,532483;-45,522283;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1000631971
602;A;Active;BA;Salvador;-52,045226;-44,423244;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001381405
603;A;Active;BA;Salvador;-52,065561;-44,465461;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001406440
604;A;Active;BA;Salvador;-52,042482;-44,480082;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001624529
605;A;Active;BA;Salvador;-52,083423;-44,452404;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001624731
606;A;Active;BA;Salvador;-52,055225;-44,634251;E;A;N;C;19/11/2014;0;29.5;29.5;N;Self Support;N;;;;;;1001624774
607;C;Active;BA;Salvador;-50,52;-40,222222;B;B;Y;C;13/11/2015;;40;40;N;Monopole;N;;X;;;;1001644473
608;A;Active;BA;Salvador;-50,558254;-40,225423;E;A;N;C;19/11/2014;;;12;N;Self Support;N;;;;;;1001645364
609;C;Active;BA;Salvador;-50,563242;-40,225844;H;A;Y;C;29/04/2015;;;30;N;Self Support;N;;;;;;1001783465
610;C;Active;BA;Salvador;-50,5526;-40,248449;H;B;Y;C;23/12/2016;0;35;35;Y;Self Support;;;X;;;;1001783724
611;A;Active;BA;Salvador;-50,53248;-40,255562;E;A;N;C;19/11/2014;0;12;12;N;Self Support;N;;;;;;1001786189
612;A;Active;BA;Salvador;-50,584255;-40,536563;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001800530
613;A;Active;BA;Salvador;-50,640446;-40,428508;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001800696
614;A;Active;BA;Salvador;-50,558254;-40,222225;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001832717
615;D;Active;BA;Salvador;-54,855245;-43,244486;G;A;Y;C;30/03/2012;;;40;N;Self Support;N;;;;;;1001833969
616;A;Active;BA;Salvador;-54,425455;-45,553243;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1001860028
617;C;Active;BA;Salvador;-55,443602;-48,366251;H;A;Y;C;29/04/2015;;;61;N;Self Support;N;;X;;;;1001882145
618;D;Active;BA;Salvador;-55,443255;-48,366246;G;A;Y;C;30/03/2012;;;30;N;Monopole;N;;;;;;1001882242
619;C;Active;BA;Salvador;-55,448352;-48,366028;H;A;Y;C;09/06/2016;;;40;;Self Support;;;X;;;;1001883346
620;C;Active;BA;Salvador;-52,034846;-48,502508;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;X;;;;1001883389
621;A;Active;BA;Salvador;-54,452401;-43,650055;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1001889581
622;C;Active;BA;Salvador;-54,532445;-43,530542;B;B;Y;C;13/04/2011;0;60;60.7;N;Self Support;N;;X;;;;1001955207
623;D;Active;BA;Salvador;-52,403884;-44,548548;G;A;Y;C;31/08/2012;;;61;N;Self Support;N;;;;;;1001983235
624;C;Active;BA;Salvador;-55,353648;-40,524634;G;B;Y;C;26/12/2005;0;50;50;N;Self Support;N;;;;;;1002253141
625;A;Active;BA;Salvador;-55,825443;-40,554503;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1002451890
626;A;Active;BA;Salvador;-55,855443;-40,584253;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1002456727
627;A;Active;BA;Salvador;-55,826026;-40,054449;E;A;Y;C;19/11/2014;0;29.69;29.69;N;Self Support;N;;;;;;1002456751
628;A;Active;BA;Salvador;-52,040566;-40,588509;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1002456760
629;A;Active;BA;Salvador;-52,084226;-40,20044;E;A;Y;C;19/11/2014;0;28;28;N;Self Support;N;;;;;;1002456778
630;A;Active;BA;Salvador;-55,862482;-40,250445;E;A;Y;C;19/11/2014;;;39.97;N;Self Support;N;;;;;;1002463979
631;D;Active;BA;Salvador;-50,585255;-48,655206;G;A;Y;C;04/12/2012;;;40.3;N;Self Support;N;;;;;;1002464223
632;D;Active;BA;Salvador;-55,0224;-44,5402;G;A;Y;C;30/06/2012;;;60;N;Self Support;N;;;;;;1002486650
633;C;Active;BA;Salvador;-54,6255;-45,4463;G;B;Y;C;09/03/2006;0;40;40;N;Self Support;Y;;X;;;;1002510985
634;A;Active;BA;Salvador;-54,608324;-45,020502;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1002546998
635;A;Active;BA;Salvador;-54,684443;-45,455524;E;A;Y;C;19/11/2014;0;107;107;N;Self Support;N;;;;;;1002560966
636;A;Active;BA;Salvador;-54,645285;-45,444558;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1002561016
637;A;Active;BA;Salvador;-54,80523;-40,54652;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1002561091
638;D;Active;BA;Salvador;-54,864552;-40,524432;G;A;Y;C;30/03/2012;;;40;N;Self Support;Y;;;;;;1002633769
639;A;Active;BA;Salvador;-54,834446;-40,656525;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1002839278
640;A;Active;BA;Salvador;-54,865231;-40,523226;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1002900651
641;A;Active;BA;Salvador;-55,368259;-42,548522;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1002900902
642;A;Active;BA;Salvador;-55,268252;-42,058525;E;A;Y;C;19/11/2014;;;17.46;N;Self Support;N;;;;;;1002901054
643;A;Active;BA;Salvador;-52,558254;-45,383242;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1002901232
644;A;Active;BA;Salvador;-52,088253;-42,506523;E;A;N;C;19/11/2014;;;31;N;Self Support;N;;;;;;1002901321
645;A;Active;BA;Salvador;-52,255226;-42,025523;E;A;N;C;19/11/2014;;;40;N;Self Support;N;;;;;;1003005524
646;A;Active;BA;Salvador;-55,806224;-42,052282;E;A;Y;C;19/11/2014;;;40.75;N;Self Support;N;;X;;;;1003076740
647;A;Active;BA;Salvador;-52,565225;-42,024243;E;A;Y;C;19/11/2014;;;12;N;Self Support;N;;;;;;1003076880
648;A;Active;BA;Salvador;-52,026225;-42,005526;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003077320
649;C;Active;BA;Salvador;-52,56;-45,005;G;B;Y;C;01/10/2014;;45;45;N;Self Support;N;;X;;;;1003081557
650;B;Active;BA;Salvador;-52,502505;-44,335353;A;A;Y;C;19/11/2014;;;36;N;Self Support;N;;;;;;1003082383
651;C;Active;BA;Salvador;-52,542685;-44,333854;H;A;Y;C;29/04/2015;;;63.22;N;Self Support;N;;;;;;1003083410
652;D;Active;BA;Salvador;-52,542349;-44,332864;G;A;Y;C;30/03/2012;;;39.9;N;Monopole;Y;;X;;;;1003083894
653;C;Active;BA;Salvador;-52,524584;-44,388567;I;B;Y;C;31/07/2015;;40;40.1;N;Self Support;N;;;;;;1003169705
654;A;Active;BA;Salvador;-52,234257;-44,386532;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003169721
655;C;Active;BA;Salvador;-52,540028;-44,384433;H;A;Y;C;29/04/2015;;;60.27;N;Self Support;N;;X;;;;1003220921
656;D;Active;BA;Salvador;-52,523605;-45,055087;G;A;Y;C;30/03/2012;;;61.37;N;Self Support;Y;;;;;;1003320284
657;C;Active;BA;Salvador;-52,55056;-44,325424;I;B;Y;C;31/07/2015;;40;41.54;N;Self Support;N;;X;;;;1003320314
658;A;Active;BA;Salvador;-52,506553;-45,444443;E;A;Y;C;19/11/2014;0;51.2;51.2;N;Self Support;N;;;;;;1003320624
659;A;Active;BA;Salvador;-52,525225;-44,358545;E;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;1003482276
660;A;Active;BA;Salvador;-52,505225;-44,336532;E;A;Y;C;19/11/2014;;;51.5;N;Self Support;N;;X;;;;1003562610
661;A;Active;BA;Salvador;-52,550449;-44,333253;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003563519
662;A;Active;BA;Salvador;-52,224256;-45,024809;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1003563632
663;D;Active;BA;Salvador;-52,54422;-44,32883;I;A;Y;C;19/11/2014;;;49.7;N;Self Support;N;;;;;;1003566127
664;D;Active;BA;Salvador;-52,454222;-45,026255;I;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;1003581940
665;C;Active;BA;Salvador;-55,854222;-45,325866;H;B;Y;C;21/09/2017;0;50;50;;Self Support;;;;;;;1003583226
666;A;Active;BA;Salvador;-55,864584;-45,823584;A;A;Y;C;19/11/2014;;;40;;Self Support;;;;;;;1003588368
667;A;Active;BA;Salvador;-54,808246;-43,425423;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;1003605130
668;A;Active;BA;Salvador;-55,565226;-43,555556;E;A;Y;C;19/11/2014;0;29.7;29.7;N;Self Support;N;;;;;;1003606480
669;A;Active;BA;Salvador;-55,543446;-43,025422;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1003615055
670;A;Active;BA;Salvador;-55,532486;-43,0345;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003630011
671;A;Active;BA;Salvador;-55,583445;-43,540422;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003630151
672;A;Active;BA;Salvador;-55,555564;-43,5445;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003646309
673;A;Active;BA;Salvador;-55,654445;-43,553256;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003646970
674;A;Active;BA;Salvador;-55,545225;-43,023256;E;A;Y;C;19/11/2014;;;35;Y;Self Support;Y;;X;;;;1003647100
675;A;Active;BA;Salvador;-55,545254;-43,500242;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;1003647470
676;D;Active;BA;Salvador;-55,85466;-48,82804;G;A;Y;C;31/08/2012;;;39.83;N;Self Support;N;;;;;;1003656223
677;D;Active;BA;Salvador;-56,502221;-43,284247;G;A;Y;C;04/12/2012;;;41;N;Self Support;N;;;;;;1003656258
678;A;Active;BA;Salvador;-54,840585;-45,245254;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1003656355
679;A;Active;BA;Salvador;-55,548254;-45,248385;E;A;N;C;19/11/2014;0;10;10;N;Self Support;N;;;;;;1003656479
680;A;Active;BA;Salvador;-55,505453;-45,203245;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003656649
681;A;Active;BA;Salvador;-55,048246;-45,542287;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003657270
682;A;Active;BA;Salvador;-55,505453;-45,242286;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1003657556
683;A;Active;BA;Salvador;-55,044224;-45,252585;E;A;Y;C;19/11/2014;;;12;N;Self Support;N;;;;;;1003893918
684;C;Active;BA;Salvador;-54,464288;-40,254445;G;B;Y;C;16/03/2006;0;40;40;N;Self Support;N;;;;;;1004017844
685;A;Active;BA;Salvador;-54,254224;-44,642401;E;A;N;C;19/11/2014;0;12;12;N;Self Support;N;;;;;;1004018336
686;C;Active;BA;Salvador;-54,254228;-44,400642;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;1004018492
687;A;Active;BA;Salvador;-54,245563;-44,432401;E;A;Y;C;19/11/2014;0;25;25;N;Self Support;N;;;;;;1004019219
688;C;Active;BA;Salvador;-54,254444;-44,455;H;A;Y;C;30/09/2015;;;39;N;Self Support;N;;X;;;;1004019642
689;A;Active;BA;Salvador;-54,562484;-44,463244;E;A;N;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;1004020284
690;A;Active;BA;Salvador;-54,245562;-44,654245;E;A;N;C;19/11/2014;0;17;17;N;Self Support;N;;;;;;1004020314
691;A;Active;BA;Salvador;-54,283445;-42,356585;E;A;Y;C;19/11/2014;0;36;36;N;Self Support;N;;;;;;1004020349
692;A;Active;BA;Salvador;-54,444225;-44,543245;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1004024506
693;A;Active;BA;Salvador;-54,256228;-44,454245;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004024646
694;A;Active;BA;Salvador;-54,265228;-44,453244;E;A;N;C;19/11/2014;0;22;22;N;Self Support;N;;;;;;1004025260
695;A;Active;BA;Salvador;-52,364225;-44,436583;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1004027238
696;C;Active;BA;Salvador;-54,425052;-40,505322;B;B;Y;C;30/10/2015;0;40;40;N;Monopole;N;;X;;;;1004027270
697;A;Active;BA;Salvador;-54,454244;-40,544554;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004027335
698;C;Active;BA;Salvador;-52,205024;-45,825237;B;B;Y;C;30/10/2015;;40;40;N;Monopole;N;;X;;;;1004027610
699;A;Active;BA;Salvador;-52,238224;-45,844242;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004027718
700;C;Active;BA;Salvador;-52,208501;-45,825621;H;A;Y;C;29/04/2015;;;29.97;N;Self Support;N;;;;;;1004028498
701;A;Active;BA;Salvador;-52,622484;-45,350444;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1004028560
702;A;Active;BA;Salvador;-52,266228;-45,382288;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004028579
703;A;Active;BA;Salvador;-52,240445;-45,326523;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004028609
704;A;Active;BA;Salvador;-52,626222;-45,335523;E;A;Y;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;1004028668
705;A;Active;BA;Salvador;-52,635445;-45,283245;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004773940
706;A;Active;BA;Salvador;-52,224444;-45,800066;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1004773983
707;A;Active;BA;Salvador;-52,255425;-45,822822;E;A;Y;C;19/11/2014;0;58.8;58.8;N;Self Support;N;;;;;;1004849009
708;A;Active;BA;Salvador;-52,822431;-45,253245;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1004849025
709;A;Active;BA;Salvador;-52,852484;-45,345522;E;A;Y;C;19/11/2014;;;12;N;Self Support;N;;;;;;1004849050
710;D;Active;BA;Salvador;-52,024608;-45,256223;I;A;Y;C;30/06/2012;;;60;N;Self Support;N;;;;;;1004849076
711;C;Active;BA;Salvador;-54,42268;-42,54046;H;A;Y;C;29/04/2015;;;30;N;Self Support;N;;;;;;1001905684
712;D;Active;BA;Salvador;-54,505444;-43,304502;G;A;Y;C;30/03/2012;;;40;N;Self Support;N;;;;;;1002660022
713;D;Active;BA;Salvador;-54,555848;-43,805885;I;A;Y;C;30/06/2012;;;41.5;N;Self Support;N;;;;;;1001622259
714;C;Active;BA;Salvador;-52,004553;-42,622602;H;A;Y;C;29/04/2015;0;31;31;N;Self Support;N;;;;;;1001286216
715;C;Active;BA;Salvador;-54,205525;-45,680444;H;A;Y;C;29/04/2015;;;60.7;N;Self Support;N;;X;;;;1001645267
716;C;Active;BA;Salvador;-54,244222;-45,632534;H;B;Y;C;10/10/2016;0;30;30;;Self Support;;;;;;;1001622860
717;A;Active;BA;Salvador;-54,524445;-45,484521;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;1002381239
718;A;Active;BA;Salvador;-54,584241;-45,224244;E;A;Y;C;19/11/2014;0;80;80;N;Self Support;N;;;;;;1001624804
719;A;Active;BA;Salvador;-54,550524;-45,603242;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1002328435
720;A;Active;BA;Salvador;-54,042437;-45,244244;E;A;Y;C;19/11/2014;0;28;28;N;Self Support;N;;;;;;1000676878
721;A;Active;BA;Salvador;-54,058223;-45,44452;E;A;Y;C;19/11/2014;;;24;N;Self Support;N;;;;;;534771050
722;A;Active;BA;Salvador;-54,204445;-45,668525;E;A;Y;C;19/11/2014;0;24;24;N;Self Support;N;;;;;;1000021405
723;D;Active;BA;Salvador;-54,20424;-45,655444;I;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;1493752
724;A;Active;BA;Salvador;-54,322404;-43,262223;E;A;Y;C;19/11/2014;;;90;N;Self Support;Y;;;;;;1630210
725;A;Active;BA;Salvador;-54,35255;-43,400447;E;A;Y;C;19/11/2014;0;19.2;19.2;N;Self Support;N;;;;;;1610694
726;D;Active;BA;Salvador;-50,202533;-44,642452;G;A;Y;C;04/12/2012;;;30;N;Self Support;N;;;;;;379988321
727;A;Active;BA;Salvador;-52,544226;-43,534502;E;A;Y;C;19/11/2014;;;90;N;Self Support;N;;;;;;1688715
